Gene stable ID	Mouse gene stable ID	Mouse homology type	Gene name
ENSG00000107611	ENSMUSG00000026726	ortholog_one2one	CUBN
ENSG00000074410	ENSMUSG00000032373	ortholog_one2one	CA12
ENSG00000179630	ENSMUSG00000044350	ortholog_one2one	LACC1
ENSG00000189306	ENSMUSG00000018040	ortholog_one2one	RRP7A
ENSG00000196368	ENSMUSG00000073295	ortholog_one2many	NUDT11
ENSG00000196368	ENSMUSG00000073293	ortholog_one2many	NUDT11
ENSG00000185896	ENSMUSG00000031447	ortholog_one2one	LAMP1
ENSG00000254087	ENSMUSG00000042228	ortholog_one2one	LYN
ENSG00000113430	ENSMUSG00000021604	ortholog_one2one	IRX4
ENSG00000139835	ENSMUSG00000038515	ortholog_one2one	GRTP1
ENSG00000100246			DNAL4
ENSG00000167972	ENSMUSG00000024130	ortholog_one2one	ABCA3
ENSG00000221890	ENSMUSG00000022421	ortholog_one2one	NPTXR
ENSG00000156052			GNAQ
ENSG00000225083			GRTP1-AS1
ENSG00000183741	ENSMUSG00000089715	ortholog_one2one	CBX6
ENSG00000150401	ENSMUSG00000038506	ortholog_one2one	DCUN1D2
ENSG00000070778	ENSMUSG00000021009	ortholog_one2one	PTPN21
ENSG00000281935			DNAH10
ENSG00000276495			APBA2
ENSG00000259673			IQCH-AS1
ENSG00000124479	ENSMUSG00000040138	ortholog_one2one	NDP
ENSG00000275035			CCDC92
ENSG00000276802			HERC2
ENSG00000233642			GPR158-AS1
ENSG00000179750			APOBEC3B
ENSG00000107614	ENSMUSG00000026723	ortholog_one2one	TRDMT1
ENSG00000165092	ENSMUSG00000053279	ortholog_one2many	ALDH1A1
ENSG00000165092	ENSMUSG00000024747	ortholog_one2many	ALDH1A1
ENSG00000230797			YY2
ENSG00000277090			GOLGA8G
ENSG00000165169	ENSMUSG00000031176	ortholog_one2one	DYNLT3
ENSG00000233613			DCUN1D2-AS
ENSG00000150403	ENSMUSG00000038497	ortholog_one2one	TMCO3
ENSG00000157483	ENSMUSG00000032220	ortholog_one2one	MYO1E
ENSG00000277361			OCA2
ENSG00000149609	ENSMUSG00000038523	ortholog_one2one	C20orf144
ENSG00000112902	ENSMUSG00000022231	ortholog_one2one	SEMA5A
ENSG00000183379	ENSMUSG00000071234	ortholog_one2one	SYNDIG1L
ENSG00000147481	ENSMUSG00000025909	ortholog_one2one	SNTG1
ENSG00000101412	ENSMUSG00000027490	ortholog_one2one	E2F1
ENSG00000278186			GOLGA8M
ENSG00000147081	ENSMUSG00000050089	ortholog_one2one	AKAP4
ENSG00000139921	ENSMUSG00000021072	ortholog_one2one	TMX1
ENSG00000275917			CHRFAM7A
ENSG00000274734			ARHGAP11B
ENSG00000275568			ARHGAP11A
ENSG00000101417	ENSMUSG00000000876	ortholog_one2one	PXMP4
ENSG00000249310			APOBEC3B-AS1
ENSG00000274965			TRPM1
ENSG00000244509			APOBEC3C
ENSG00000277401			TJP1
ENSG00000278119			GOLGA8J
ENSG00000198176	ENSMUSG00000038482	ortholog_one2one	TFDP1
ENSG00000128394			APOBEC3F
ENSG00000276886			GREM1
ENSG00000101421	ENSMUSG00000038467	ortholog_one2one	CHMP4B
ENSG00000069535	ENSMUSG00000040147	ortholog_one2one	MAOB
ENSG00000274542			CHRNA7
ENSG00000276787			FAN1
ENSG00000155621	ENSMUSG00000035171	ortholog_one2one	C9orf85
ENSG00000277614			SCG5
ENSG00000277086			MTMR10
ENSG00000275746			KLF13
ENSG00000242372	ENSMUSG00000027613	ortholog_one2one	EIF6
ENSG00000239713			APOBEC3G
ENSG00000198894	ENSMUSG00000034157	ortholog_one2one	CIPC
ENSG00000278310			GOLGA8F
ENSG00000197506	ENSMUSG00000021553	ortholog_one2one	SLC28A3
ENSG00000153531	ENSMUSG00000031448	ortholog_one2one	ADPRHL1
ENSG00000145555	ENSMUSG00000022272	ortholog_one2one	MYO10
ENSG00000155659	ENSMUSG00000044206	ortholog_one2one	VSIG4
ENSG00000166128	ENSMUSG00000036943	ortholog_one2one	RAB8B
ENSG00000100324	ENSMUSG00000022414	ortholog_one2one	TAB1
ENSG00000132646	ENSMUSG00000027342	ortholog_one2one	PCNA
ENSG00000204612	ENSMUSG00000056829	ortholog_one2one	FOXB2
ENSG00000123200	ENSMUSG00000022000	ortholog_one2one	ZC3H13
ENSG00000154330	ENSMUSG00000041731	ortholog_one2one	PGM5
ENSG00000267795	ENSMUSG00000096215	ortholog_one2one	SMIM22
ENSG00000197168	ENSMUSG00000037738	ortholog_one2one	NEK5
ENSG00000166233	ENSMUSG00000025234	ortholog_one2one	ARIH1
ENSG00000101290	ENSMUSG00000058793	ortholog_one2one	CDS2
ENSG00000128268	ENSMUSG00000042428	ortholog_one2one	MGAT3
ENSG00000135069	ENSMUSG00000024640	ortholog_one2one	PSAT1
ENSG00000102221	ENSMUSG00000037315	ortholog_one2one	JADE3
ENSG00000100335	ENSMUSG00000022412	ortholog_one2one	MIEF1
ENSG00000165309	ENSMUSG00000037683	ortholog_one2one	ARMC3
ENSG00000258920			FOXN3-AS1
ENSG00000157554	ENSMUSG00000040732	ortholog_one2one	ERG
ENSG00000234769			WASH4P
ENSG00000151320	ENSMUSG00000061603	ortholog_one2one	AKAP6
ENSG00000131634	ENSMUSG00000024168	ortholog_one2one	TMEM204
ENSG00000132953	ENSMUSG00000021952	ortholog_one2one	XPO4
ENSG00000101292	ENSMUSG00000050558	ortholog_one2one	PROKR2
ENSG00000226995			LINC00658
ENSG00000225039			LINC01058
ENSG00000148057	ENSMUSG00000050002	ortholog_one2one	IDNK
ENSG00000168096	ENSMUSG00000022515	ortholog_one2one	ANKS3
ENSG00000189299	ENSMUSG00000071665	ortholog_one2one	FOXR2
ENSG00000238121			LINC00426
ENSG00000065923	ENSMUSG00000037341	ortholog_one2one	SLC9A7
ENSG00000137841	ENSMUSG00000040061	ortholog_one2one	PLCB2
ENSG00000165105	ENSMUSG00000043003	ortholog_one2one	RASEF
ENSG00000187051	ENSMUSG00000051518	ortholog_one2one	RPS19BP1
ENSG00000122043			LINC00544
ENSG00000172817	ENSMUSG00000039519	ortholog_one2one	CYP7B1
ENSG00000233610			LINC00462
ENSG00000106733	ENSMUSG00000037847	ortholog_one2one	NMRK1
ENSG00000089006	ENSMUSG00000027423	ortholog_one2one	SNX5
ENSG00000229520			LINC00404
ENSG00000182902	ENSMUSG00000004902	ortholog_one2one	SLC25A18
ENSG00000139874	ENSMUSG00000035431	ortholog_one2one	SSTR1
ENSG00000178538	ENSMUSG00000041261	ortholog_one2one	CA8
ENSG00000231944			PHKA1-AS1
ENSG00000005810	ENSMUSG00000033004	ortholog_one2one	MYCBP2
ENSG00000187601	ENSMUSG00000047238	ortholog_one2one	MAGEH1
ENSG00000230844			ZNF674-AS1
ENSG00000282705			NPIPA5
ENSG00000274779			NOMO1
ENSG00000100629	ENSMUSG00000061533	ortholog_one2one	CEP128
ENSG00000278494			RRN3
ENSG00000215454	ENSMUSG00000078131	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000075567	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000049809	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000094146	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000069584	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000094012	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000096421	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000069583	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000094120	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000096380	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000096131	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000095817	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000112600	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000112380	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000112223	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000096481	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000112653	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000095593	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000111915	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000112864	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000095721	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000094913	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000069582	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000095970	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000112170	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000071195	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000078255	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000057674	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000062278	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000060756	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000058725	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000110324	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000054759	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000056885	ortholog_many2many	KRTAP10-4
ENSG00000215454	ENSMUSG00000109859	ortholog_many2many	KRTAP10-4
ENSG00000133874	ENSMUSG00000039328	ortholog_one2one	RNF122
ENSG00000142185	ENSMUSG00000009292	ortholog_one2one	TRPM2
ENSG00000274829			PARN
ENSG00000137054	ENSMUSG00000028318	ortholog_one2one	POLR1E
ENSG00000131100	ENSMUSG00000019210	ortholog_one2one	ATP6V1E1
ENSG00000150867	ENSMUSG00000026737	ortholog_one2one	PIP4K2A
ENSG00000215162			LINC00269
ENSG00000236276			NDP-AS1
ENSG00000276870			PLA2G10
ENSG00000233661			SPIN4-AS1
ENSG00000087842	ENSMUSG00000031379	ortholog_one2one	PIR
ENSG00000236834			LINC00421
ENSG00000225316			LINC00350
ENSG00000149600	ENSMUSG00000056941	ortholog_one2one	COMMD7
ENSG00000196199	ENSMUSG00000079184	ortholog_one2one	MPHOSPH8
ENSG00000275498			PDXDC1
ENSG00000135052	ENSMUSG00000021556	ortholog_one2one	GOLM1
ENSG00000133398			MED10
ENSG00000131080	ENSMUSG00000034457	ortholog_one2one	EDA2R
ENSG00000179133	ENSMUSG00000026734	ortholog_one2one	C10orf67
ENSG00000276776			TC2N
ENSG00000275331			ABCC6
ENSG00000274338			CATSPERB
ENSG00000121390	ENSMUSG00000021938	ortholog_one2one	PSPC1
ENSG00000198610			AKR1C4
ENSG00000275543			MPV17L
ENSG00000274581			U3
ENSG00000070367	ENSMUSG00000061244	ortholog_one2one	EXOC5
ENSG00000125787			GNRH2
ENSG00000139668	ENSMUSG00000014547	ortholog_one2one	WDFY2
ENSG00000275779			NTAN1
ENSG00000173198	ENSMUSG00000052821	ortholog_one2one	CYSLTR1
ENSG00000099968	ENSMUSG00000009112	ortholog_one2one	BCL2L13
ENSG00000059145	ENSMUSG00000015127	ortholog_one2one	UNKL
ENSG00000215117			LINC00588
ENSG00000278308			NPIPA3
ENSG00000125888	ENSMUSG00000037307	ortholog_one2one	BANF2
ENSG00000165061	ENSMUSG00000037492	ortholog_one2one	ZMAT4
ENSG00000225937			PCA3
ENSG00000124275	ENSMUSG00000034617	ortholog_one2one	MTRR
ENSG00000137809	ENSMUSG00000032243	ortholog_one2one	ITGA11
ENSG00000182220	ENSMUSG00000031007	ortholog_one2one	ATP6AP2
ENSG00000101160	ENSMUSG00000016256	ortholog_one2one	CTSZ
ENSG00000102796			DHRS12
ENSG00000275618			BFAR
ENSG00000204740	ENSMUSG00000075520	ortholog_one2one	MALRD1
ENSG00000121005	ENSMUSG00000025776	ortholog_one2one	CRISPLD1
ENSG00000275911			NDE1
ENSG00000231061			LINC00395
ENSG00000148488	ENSMUSG00000003418	ortholog_one2one	ST8SIA6
ENSG00000229578			LINC00358
ENSG00000230142			LINC01075
ENSG00000227611			LINC01074
ENSG00000229307			LINC00459
ENSG00000228669			LINC00448
ENSG00000242173	ENSMUSG00000073433	ortholog_one2one	ARHGDIG
ENSG00000227564			LINC00376
ENSG00000136750	ENSMUSG00000026787	ortholog_one2one	GAD2
ENSG00000278183			ABCC1
ENSG00000227674			LINC00355
ENSG00000258766			DIO2-AS1
ENSG00000234767			LINC01052
ENSG00000119720	ENSMUSG00000021179	ortholog_one2one	NRDE2
ENSG00000281994			NPIPA1
ENSG00000269220			LINC00528
ENSG00000187535	ENSMUSG00000024169	ortholog_one2one	IFT140
ENSG00000136153	ENSMUSG00000033060	ortholog_one2one	LMO7
ENSG00000112699	ENSMUSG00000038372	ortholog_one2one	GMDS
ENSG00000278087			NOMO3
ENSG00000243156	ENSMUSG00000051586	ortholog_one2one	MICAL3
ENSG00000276480			MYH11
ENSG00000183067			IGSF5
ENSG00000198900	ENSMUSG00000070544	ortholog_one2one	TOP1
ENSG00000104679	ENSMUSG00000034194	ortholog_one2one	R3HCC1
ENSG00000107165	ENSMUSG00000005994	ortholog_one2one	TYRP1
ENSG00000205476	ENSMUSG00000084883	ortholog_one2one	CCDC85C
ENSG00000277983			NPIPA7
ENSG00000112685	ENSMUSG00000021357	ortholog_one2one	EXOC2
ENSG00000156049	ENSMUSG00000024697	ortholog_one2one	GNA14
ENSG00000150051	ENSMUSG00000061013	ortholog_one2one	MKX
ENSG00000113569	ENSMUSG00000022142	ortholog_one2one	NUP155
ENSG00000248550			OTX2-AS1
ENSG00000104722			NEFM
ENSG00000107372	ENSMUSG00000024750	ortholog_one2one	ZFAND5
ENSG00000080823	ENSMUSG00000056458	ortholog_one2one	MOK
ENSG00000171867	ENSMUSG00000079037	ortholog_one2one	PRNP
ENSG00000183778	ENSMUSG00000074892	ortholog_one2one	B3GALT5
ENSG00000263761	ENSMUSG00000072625	ortholog_one2one	GDF2
ENSG00000171864	ENSMUSG00000027338	ortholog_one2one	PRND
ENSG00000180259			PRNT
ENSG00000140632	ENSMUSG00000022536	ortholog_one2one	GLYR1
ENSG00000164751	ENSMUSG00000040374	ortholog_one2one	PEX2
ENSG00000101265	ENSMUSG00000027339	ortholog_one2one	RASSF2
ENSG00000259307			PLCB2-AS1
ENSG00000185433			LINC00158
ENSG00000145945	ENSMUSG00000038246	ortholog_one2one	FAM50B
ENSG00000147485			PXDNL
ENSG00000276333			HS3ST6
ENSG00000282650			MEIOB
ENSG00000167139	ENSMUSG00000036244	ortholog_one2one	TBC1D21
ENSG00000244005	ENSMUSG00000027618	ortholog_one2one	NFS1
ENSG00000124802	ENSMUSG00000001707	ortholog_one2one	EEF1E1
ENSG00000234883			MIR155HG
ENSG00000160294	ENSMUSG00000001150	ortholog_one2one	MCM3AP
ENSG00000224958			PGM5-AS1
ENSG00000091656	ENSMUSG00000025255	ortholog_one2one	ZFHX4
ENSG00000290516			ADAM6
ENSG00000188428	ENSMUSG00000038982	ortholog_one2one	BLOC1S5
ENSG00000282626			ADAM6
ENSG00000156642	ENSMUSG00000032336	ortholog_one2one	NPTN
ENSG00000168795	ENSMUSG00000049657	ortholog_one2one	ZBTB5
ENSG00000135040	ENSMUSG00000021555	ortholog_one2one	NAA35
ENSG00000226673			LINC01108
ENSG00000077943	ENSMUSG00000026768	ortholog_one2one	ITGA8
ENSG00000282830			CALB2
ENSG00000181355			OFCC1
ENSG00000177182	ENSMUSG00000041216	ortholog_one2one	CLVS1
ENSG00000089486	ENSMUSG00000004071	ortholog_one2one	CDIP1
ENSG00000187559	ENSMUSG00000051490	ortholog_one2many	FOXD4L3
ENSG00000169018	ENSMUSG00000032244	ortholog_one2one	FEM1B
ENSG00000285281			SGPP1
ENSG00000183580	ENSMUSG00000043556	ortholog_one2one	FBXL7
ENSG00000147100	ENSMUSG00000033965	ortholog_one2one	SLC16A2
ENSG00000104442	ENSMUSG00000027599	ortholog_one2one	ARMC1
ENSG00000148482	ENSMUSG00000036949	ortholog_one2one	SLC39A12
ENSG00000125995	ENSMUSG00000067847	ortholog_one2one	ROMO1
ENSG00000213231	ENSMUSG00000068940	ortholog_one2many	TCL1B
ENSG00000213231	ENSMUSG00000060863	ortholog_one2many	TCL1B
ENSG00000213231	ENSMUSG00000000701	ortholog_one2many	TCL1B
ENSG00000213231	ENSMUSG00000066359	ortholog_one2many	TCL1B
ENSG00000213231	ENSMUSG00000079007	ortholog_one2many	TCL1B
ENSG00000140464	ENSMUSG00000036986	ortholog_one2one	PML
ENSG00000182362	ENSMUSG00000033126	ortholog_one2one	YBEY
ENSG00000102302	ENSMUSG00000025265	ortholog_one2one	FGD1
ENSG00000196663	ENSMUSG00000021275	ortholog_one2one	TECPR2
ENSG00000131051	ENSMUSG00000027620	ortholog_one2one	RBM39
ENSG00000284810			CTRB2
ENSG00000152582	ENSMUSG00000072663	ortholog_one2one	SPEF2
ENSG00000285346			CTRB1
ENSG00000134996	ENSMUSG00000024725	ortholog_one2one	OSTF1
ENSG00000103489	ENSMUSG00000030657	ortholog_one2one	XYLT1
ENSG00000205269	ENSMUSG00000087370	ortholog_one2one	TMEM170B
ENSG00000226808			LINC00840
ENSG00000100312	ENSMUSG00000022622	ortholog_one2one	ACR
ENSG00000102316	ENSMUSG00000025268	ortholog_one2one	MAGED2
ENSG00000221947	ENSMUSG00000067813	ortholog_one2one	XKR9
ENSG00000162104	ENSMUSG00000005580	ortholog_one2one	ADCY9
ENSG00000160298	ENSMUSG00000009114	ortholog_one2one	C21orf58
ENSG00000235641			LINC00484
ENSG00000265818			EEF1E1-BLOC1S5
ENSG00000172671	ENSMUSG00000042213	ortholog_one2one	ZFAND4
ENSG00000183674			LINC00518
ENSG00000076641	ENSMUSG00000027508	ortholog_one2one	PAG1
ENSG00000172159	ENSMUSG00000049122	ortholog_one2one	FRMD3
ENSG00000102349	ENSMUSG00000041649	ortholog_one2one	KLF8
ENSG00000100764	ENSMUSG00000021178	ortholog_one2one	PSMC1
ENSG00000165097	ENSMUSG00000038080	ortholog_one2one	KDM1B
ENSG00000100416	ENSMUSG00000022386	ortholog_one2one	TRMU
ENSG00000103199			ZNF500
ENSG00000282604			CCL4L2
ENSG00000155622			XAGE2
ENSG00000277796			CCL3L1
ENSG00000282750			TBC1D3B
ENSG00000125384	ENSMUSG00000037759	ortholog_one2one	PTGER2
ENSG00000278006			CCL18
ENSG00000137573	ENSMUSG00000016918	ortholog_one2one	SULF1
ENSG00000196468	ENSMUSG00000031230	ortholog_one2one	FGF16
ENSG00000275313			CCL4L2
ENSG00000261206			LINC00561
ENSG00000224933			LINC01034
ENSG00000259040			BLOC1S5-TXNDC5
ENSG00000147183	ENSMUSG00000072995	ortholog_one2one	CPXCR1
ENSG00000182601	ENSMUSG00000078591	ortholog_one2one	HS3ST4
ENSG00000132958	ENSMUSG00000031481	ortholog_one2many	TPTE2
ENSG00000278632			TBC1D3B
ENSG00000095777	ENSMUSG00000025716	ortholog_one2one	MYO3A
ENSG00000278567			CCL3
ENSG00000153162	ENSMUSG00000039004	ortholog_one2one	BMP6
ENSG00000160305	ENSMUSG00000020231	ortholog_one2one	DIP2A
ENSG00000277768			CCL3L1
ENSG00000277943			CCL4
ENSG00000103534	ENSMUSG00000030650	ortholog_one2one	TMC5
ENSG00000147099	ENSMUSG00000067567	ortholog_one2one	HDAC8
ENSG00000139508	ENSMUSG00000029650	ortholog_one2one	SLC46A3
ENSG00000239264	ENSMUSG00000038991	ortholog_one2one	TXNDC5
ENSG00000132963	ENSMUSG00000029649	ortholog_one2one	POMP
ENSG00000275900			U3
ENSG00000171885	ENSMUSG00000024411	ortholog_one2one	AQP4
ENSG00000066739	ENSMUSG00000041341	ortholog_one2one	ATG2B
ENSG00000120659	ENSMUSG00000022015	ortholog_one2one	TNFSF11
ENSG00000112273	ENSMUSG00000045835	ortholog_one2one	HDGFL1
ENSG00000164379	ENSMUSG00000038415	ortholog_one2one	FOXQ1
ENSG00000180537	ENSMUSG00000044164	ortholog_one2one	RNF182
ENSG00000276896			GOLGA8F
ENSG00000134900	ENSMUSG00000041763	ortholog_one2one	TPP2
ENSG00000292024			KRTAP17-1
ENSG00000130222	ENSMUSG00000021453	ortholog_one2one	GADD45G
ENSG00000292027			KRT33A
ENSG00000292028			KRT33B
ENSG00000292029			KRT31
ENSG00000273651			GOLGA8G
ENSG00000124787	ENSMUSG00000021418	ortholog_one2one	RPP40
ENSG00000292032			KRT37
ENSG00000292033			KRT34
ENSG00000292034			KRTAP2-3
ENSG00000100784	ENSMUSG00000021180	ortholog_one2one	RPS6KA5
ENSG00000292035			KRTAP2-4
ENSG00000135045	ENSMUSG00000047044	ortholog_one2one	C9orf40
ENSG00000292038			KRTAP4-11
ENSG00000292039			KRTAP4-12
ENSG00000292040			KRTAP4-5
ENSG00000292041			KRTAP4-4
ENSG00000292042			KRTAP4-8
ENSG00000292043			KRTAP16-1
ENSG00000292044			KRTAP4-2
ENSG00000119547	ENSMUSG00000045991	ortholog_one2one	ONECUT2
ENSG00000292047			KRTAP9-3
ENSG00000075240	ENSMUSG00000035900	ortholog_one2one	GRAMD4
ENSG00000292048			KRTAP9-8
ENSG00000292049			KRTAP9-4
ENSG00000277278			HERC2
ENSG00000292050			KRTAP29-1
ENSG00000292051			KRTAP4-6
ENSG00000292052			KRTAP4-9
ENSG00000292053			KRTAP4-7
ENSG00000136842	ENSMUSG00000028328	ortholog_one2one	TMOD1
ENSG00000292054			KRTAP2-2
ENSG00000148450	ENSMUSG00000023094	ortholog_one2one	MSRB2
ENSG00000248118			LINC01019
ENSG00000253710	ENSMUSG00000063362	ortholog_one2one	ALG11
ENSG00000256574	ENSMUSG00000053391	ortholog_one2one	OR13A1
ENSG00000056097	ENSMUSG00000022201	ortholog_one2one	ZFR
ENSG00000168267	ENSMUSG00000026735	ortholog_one2one	PTF1A
ENSG00000075275	ENSMUSG00000016028	ortholog_one2one	CELSR1
ENSG00000136929	ENSMUSG00000028332	ortholog_one2one	HEMGN
ENSG00000099256			PRTFDC1
ENSG00000124795	ENSMUSG00000021377	ortholog_one2one	DEK
ENSG00000135018	ENSMUSG00000005312	ortholog_one2one	UBQLN1
ENSG00000182512	ENSMUSG00000021102	ortholog_one2one	GLRX5
ENSG00000233395			LINC00841
ENSG00000103599	ENSMUSG00000037801	ortholog_one2one	IQCH
ENSG00000140057	ENSMUSG00000041323	ortholog_one2one	AK7
ENSG00000277848			MEGF11
ENSG00000081923	ENSMUSG00000039529	ortholog_one2one	ATP8B1
ENSG00000262334			RPH3AL
ENSG00000261683			LINC00838
ENSG00000005339	ENSMUSG00000022521	ortholog_one2one	CREBBP
ENSG00000151023	ENSMUSG00000026679	ortholog_one2one	ENKUR
ENSG00000233208			LINC00642
ENSG00000244754	ENSMUSG00000029655	ortholog_one2one	N4BP2L2
ENSG00000159131	ENSMUSG00000022962	ortholog_one2one	GART
ENSG00000015475	ENSMUSG00000004446	ortholog_one2one	BID
ENSG00000272670			DOC2B
ENSG00000136770	ENSMUSG00000026740	ortholog_one2one	DNAJC1
ENSG00000165084	ENSMUSG00000057715	ortholog_one2one	C8orf34
ENSG00000088808	ENSMUSG00000021285	ortholog_one2one	PPP1R13B
ENSG00000205636			LINC00583
ENSG00000235570			LINC00533
ENSG00000136891	ENSMUSG00000028345	ortholog_one2one	TEX10
ENSG00000230873	ENSMUSG00000063529	ortholog_one2one	STMND1
ENSG00000198796	ENSMUSG00000032845	ortholog_one2one	ALPK2
ENSG00000177058	ENSMUSG00000047789	ortholog_one2one	SLC38A9
ENSG00000165443	ENSMUSG00000037747	ortholog_one2one	PHYHIPL
ENSG00000095951	ENSMUSG00000021366	ortholog_one2one	HIVEP1
ENSG00000253138			LINC00967
ENSG00000282077			PATL2
ENSG00000265203	ENSMUSG00000041534	ortholog_one2one	RBP3
ENSG00000278211			TRIM69
ENSG00000164879	ENSMUSG00000027559	ortholog_one2one	CA3
ENSG00000198785	ENSMUSG00000039579	ortholog_one2one	GRIN3A
ENSG00000273686			B2M
ENSG00000128918	ENSMUSG00000013584	ortholog_one2one	ALDH1A2
ENSG00000184164	ENSMUSG00000023272	ortholog_one2one	CRELD2
ENSG00000165322	ENSMUSG00000041225	ortholog_one2one	ARHGAP12
ENSG00000066455	ENSMUSG00000021192	ortholog_one2one	GOLGA5
ENSG00000145990	ENSMUSG00000051335	ortholog_one2one	GFOD1
ENSG00000164749	ENSMUSG00000017688	ortholog_one2one	HNF4G
ENSG00000173482	ENSMUSG00000033278	ortholog_one2one	PTPRM
ENSG00000155833	ENSMUSG00000039555	ortholog_one2one	CYLC2
ENSG00000240654	ENSMUSG00000071347	ortholog_one2many	C1QTNF9
ENSG00000152954	ENSMUSG00000048978	ortholog_one2one	NRSN1
ENSG00000173988	ENSMUSG00000021997	ortholog_one2one	LRRC63
ENSG00000165030	ENSMUSG00000056749	ortholog_one2one	NFIL3
ENSG00000095209	ENSMUSG00000028420	ortholog_one2one	TMEM38B
ENSG00000271167			LINC01109
ENSG00000134419	ENSMUSG00000008683	ortholog_one2one	RPS15A
ENSG00000274332			LRRC37A2
ENSG00000280165	ENSMUSG00000050505	ortholog_one2one	PCDH20
ENSG00000070269	ENSMUSG00000036339	ortholog_one2one	TMEM260
ENSG00000008083	ENSMUSG00000038518	ortholog_one2one	JARID2
ENSG00000276155			MAPT
ENSG00000150459	ENSMUSG00000061104	ortholog_one2many	SAP18
ENSG00000150459	ENSMUSG00000021963	ortholog_one2many	SAP18
ENSG00000275928			REXO1L11P
ENSG00000131668	ENSMUSG00000021381	ortholog_one2one	BARX1
ENSG00000277111			PLEKHM1
ENSG00000276836			ARHGAP27
ENSG00000204713	ENSMUSG00000021326	ortholog_one2one	TRIM27
ENSG00000136810	ENSMUSG00000028367	ortholog_one2one	TXN
ENSG00000235903			CPB2-AS1
ENSG00000278229			RPS17
ENSG00000275867			KANSL1
ENSG00000277445			CPEB1
ENSG00000214078			CPNE1
ENSG00000174227	ENSMUSG00000029263	ortholog_one2one	PIGG
ENSG00000075673	ENSMUSG00000022229	ortholog_one2one	ATP12A
ENSG00000281569			KANSL1-AS1
ENSG00000040731	ENSMUSG00000022321	ortholog_one2one	CDH10
ENSG00000278742			LRRC37A
ENSG00000274320			GOLGA6L9
ENSG00000067141	ENSMUSG00000032340	ortholog_one2one	NEO1
ENSG00000275621			LRRC37A3
ENSG00000274042			GOLGA6L10
ENSG00000274166			GOLGA6L10
ENSG00000278194			SPPL2C
ENSG00000281578			MAPT-AS1
ENSG00000275748			ARL17B
ENSG00000132972	ENSMUSG00000000365	ortholog_one2one	RNF17
ENSG00000188677	ENSMUSG00000022438	ortholog_one2one	PARVB
ENSG00000232040	ENSMUSG00000034173	ortholog_one2one	SCAND3
ENSG00000094841	ENSMUSG00000073016	ortholog_one2one	UPRT
ENSG00000054983	ENSMUSG00000021003	ortholog_one2one	GALC
ENSG00000278174			NSF
ENSG00000040341	ENSMUSG00000025920	ortholog_one2one	STAU2
ENSG00000076344	ENSMUSG00000024186	ortholog_one2one	RGS11
ENSG00000078401	ENSMUSG00000021367	ortholog_one2one	EDN1
ENSG00000164294	ENSMUSG00000021760	ortholog_one2one	GPX8
ENSG00000281139			STH
ENSG00000278232			CRHR1
ENSG00000277626			WNT3
ENSG00000224586			GPX5
ENSG00000159147	ENSMUSG00000022960	ortholog_one2one	DONSON
ENSG00000016082	ENSMUSG00000042258	ortholog_one2one	ISL1
ENSG00000131669	ENSMUSG00000037966	ortholog_one2one	NINJ1
