Gene stable ID	Human gene stable ID	Human homology type
ENSMUSG00000020473	ENSG00000106624	ortholog_one2one
ENSMUSG00000020484	ENSG00000100219	ortholog_one2one
ENSMUSG00000020542	ENSG00000141052	ortholog_one2one
ENSMUSG00000020547	ENSG00000136261	ortholog_one2one
ENSMUSG00000020571	ENSG00000143870	ortholog_one2one
ENSMUSG00000020572	ENSG00000105835	ortholog_one2one
ENSMUSG00000020573	ENSG00000105851	ortholog_one2one
ENSMUSG00000020581	ENSG00000106541	ortholog_one2one
ENSMUSG00000020592	ENSG00000115884	ortholog_one2one
ENSMUSG00000020598	ENSG00000091129	ortholog_one2one
ENSMUSG00000020601	ENSG00000071575	ortholog_one2one
ENSMUSG00000020611	ENSG00000120063	ortholog_one2one
ENSMUSG00000020620	ENSG00000141338	ortholog_one2one
ENSMUSG00000020638	ENSG00000134326	ortholog_one2one
ENSMUSG00000020641	ENSG00000134321	ortholog_one2one
ENSMUSG00000020644	ENSG00000115738	ortholog_one2one
ENSMUSG00000020649	ENSG00000171848	ortholog_one2one
ENSMUSG00000020654	ENSG00000138031	ortholog_one2one
ENSMUSG00000020673	ENSG00000115705	ortholog_one2one
ENSMUSG00000020674	ENSG00000130508	ortholog_one2one
ENSMUSG00000020681	ENSG00000159640	ortholog_one2one
ENSMUSG00000020695	ENSG00000011028	ortholog_one2one
ENSMUSG00000020701	ENSG00000181291	ortholog_one2one
ENSMUSG00000020704	ENSG00000108684	ortholog_one2one
ENSMUSG00000020709	ENSG00000184060	ortholog_one2one
ENSMUSG00000020743	ENSG00000125457	ortholog_one2one
ENSMUSG00000020744	ENSG00000125454	ortholog_one2one
ENSMUSG00000020766	ENSG00000108479	ortholog_one2one
ENSMUSG00000020773	ENSG00000132481	ortholog_one2one
ENSMUSG00000020774	ENSG00000108381	ortholog_one2one
ENSMUSG00000020787	ENSG00000108405	ortholog_one2one
ENSMUSG00000020798	ENSG00000182557	ortholog_one2one
ENSMUSG00000020806	ENSG00000129667	ortholog_one2one
ENSMUSG00000020810	ENSG00000161544	ortholog_one2one
ENSMUSG00000020826	ENSG00000007171	ortholog_one2one
ENSMUSG00000020830	ENSG00000182853	ortholog_one2one
ENSMUSG00000020897	ENSG00000178999	ortholog_one2one
ENSMUSG00000020901	ENSG00000141506	ortholog_one2one
ENSMUSG00000020911	ENSG00000171345	ortholog_one2one
ENSMUSG00000020914	ENSG00000131747	ortholog_one2one
ENSMUSG00000020926	ENSG00000073670	ortholog_one2one
ENSMUSG00000020928	ENSG00000131097	ortholog_one2one
ENSMUSG00000020932	ENSG00000131095	ortholog_one2one
ENSMUSG00000020953	ENSG00000100473	ortholog_one2one
ENSMUSG00000021010	ENSG00000151322	ortholog_one2one
ENSMUSG00000021025	ENSG00000100906	ortholog_one2one
ENSMUSG00000021069	ENSG00000100504	ortholog_one2one
ENSMUSG00000021087	ENSG00000139970	ortholog_one2one
ENSMUSG00000021108	ENSG00000027075	ortholog_one2one
ENSMUSG00000021109	ENSG00000100644	ortholog_one2one
ENSMUSG00000021123	ENSG00000139988	ortholog_one2one
ENSMUSG00000021127	ENSG00000185650	ortholog_one2one
ENSMUSG00000021135	ENSG00000100652	ortholog_one2one
ENSMUSG00000021136	ENSG00000198732	ortholog_one2one
ENSMUSG00000021182	ENSG00000015133	ortholog_one2one
ENSMUSG00000021186	ENSG00000140092	ortholog_one2one
ENSMUSG00000021190	ENSG00000100600	ortholog_one2one
ENSMUSG00000021219	ENSG00000182732	ortholog_one2one
ENSMUSG00000021253	ENSG00000119699	ortholog_one2one
ENSMUSG00000021280	ENSG00000205436	ortholog_one2one
ENSMUSG00000021281	ENSG00000185215	ortholog_one2one
ENSMUSG00000021294	ENSG00000066735	ortholog_one2one
ENSMUSG00000021313	ENSG00000198626	ortholog_one2one
ENSMUSG00000021318	ENSG00000106571	ortholog_one2one
ENSMUSG00000021319	ENSG00000106483	ortholog_one2one
ENSMUSG00000021356	ENSG00000137265	ortholog_one2one
ENSMUSG00000021359	ENSG00000137203	ortholog_one2one
ENSMUSG00000021365	ENSG00000111859	ortholog_one2one
ENSMUSG00000021367	ENSG00000078401	ortholog_one2one
ENSMUSG00000021379	ENSG00000172201	ortholog_one2one
ENSMUSG00000021381	ENSG00000131668	ortholog_one2one
ENSMUSG00000021384	ENSG00000157303	ortholog_one2one
ENSMUSG00000021388	ENSG00000106819	ortholog_one2one
ENSMUSG00000021390	ENSG00000106809	ortholog_one2one
ENSMUSG00000021411	ENSG00000168994	ortholog_one2one
ENSMUSG00000021423	ENSG00000112799	ortholog_one2one
ENSMUSG00000021428	ENSG00000124784	ortholog_one2one
ENSMUSG00000021453	ENSG00000130222	ortholog_one2one
ENSMUSG00000021457	ENSG00000165025	ortholog_one2one
ENSMUSG00000021508	ENSG00000145824	ortholog_one2one
ENSMUSG00000021536	ENSG00000078295	ortholog_one2one
ENSMUSG00000021596	ENSG00000175471	ortholog_one2one
ENSMUSG00000021604	ENSG00000113430	ortholog_one2one
ENSMUSG00000021613	ENSG00000145681	ortholog_one2one
ENSMUSG00000021614	ENSG00000038427	ortholog_one2one
ENSMUSG00000021624	ENSG00000134061	ortholog_one2one
ENSMUSG00000021647	ENSG00000164326	ortholog_one2one
ENSMUSG00000021665	ENSG00000049860	ortholog_one2one
ENSMUSG00000021699	ENSG00000113448	ortholog_one2one
ENSMUSG00000021701	ENSG00000145632	ortholog_one2one
ENSMUSG00000021702	ENSG00000113296	ortholog_one2one
ENSMUSG00000021730	ENSG00000164588	ortholog_one2one
ENSMUSG00000021749	ENSG00000198643	ortholog_one2one
ENSMUSG00000021754	ENSG00000095015	ortholog_one2one
ENSMUSG00000021758	ENSG00000152670	ortholog_one2one
ENSMUSG00000021760	ENSG00000164294	ortholog_one2one
ENSMUSG00000021765	ENSG00000134363	ortholog_one2one
ENSMUSG00000021779	ENSG00000151090	ortholog_one2one
ENSMUSG00000021795	ENSG00000133661	ortholog_one2one
ENSMUSG00000021804	ENSG00000148604	ortholog_one2one
ENSMUSG00000021806	ENSG00000087303	ortholog_one2one
ENSMUSG00000021822	ENSG00000122861	ortholog_one2one
ENSMUSG00000021830	ENSG00000087301	ortholog_one2one
ENSMUSG00000021835	ENSG00000125378	ortholog_one2one
ENSMUSG00000021838	ENSG00000020577	ortholog_one2one
ENSMUSG00000021846	ENSG00000139946	ortholog_one2one
ENSMUSG00000021852	ENSG00000151812	ortholog_one2one
ENSMUSG00000021876	ENSG00000258818	ortholog_one2one
ENSMUSG00000021880	ENSG00000169413	ortholog_one2one
ENSMUSG00000021886	ENSG00000140030	ortholog_one2one
ENSMUSG00000021892	ENSG00000131370	ortholog_one2one
ENSMUSG00000021903	ENSG00000131386	ortholog_one2one
ENSMUSG00000021904	ENSG00000010319	ortholog_one2one
ENSMUSG00000021907	ENSG00000263639	ortholog_one2one
ENSMUSG00000021943	ENSG00000266524	ortholog_one2one
ENSMUSG00000021948	ENSG00000163932	ortholog_one2one
ENSMUSG00000021959	ENSG00000150457	ortholog_one2one
ENSMUSG00000021991	ENSG00000157445	ortholog_one2one
ENSMUSG00000021994	ENSG00000114251	ortholog_one2one
ENSMUSG00000021998	ENSG00000136167	ortholog_one2one
ENSMUSG00000021999	ENSG00000080618	ortholog_one2one
ENSMUSG00000022010	ENSG00000102804	ortholog_one2one
ENSMUSG00000022012	ENSG00000120658	ortholog_one2one
ENSMUSG00000022014	ENSG00000133106	ortholog_one2one
ENSMUSG00000022015	ENSG00000120659	ortholog_one2one
ENSMUSG00000022018	ENSG00000102760	ortholog_one2one
ENSMUSG00000022026	ENSG00000102837	ortholog_one2one
ENSMUSG00000022032	ENSG00000168079	ortholog_one2one
ENSMUSG00000022033	ENSG00000168078	ortholog_one2one
ENSMUSG00000022037	ENSG00000120885	ortholog_one2one
ENSMUSG00000022043	ENSG00000104228	ortholog_one2one
ENSMUSG00000022044	ENSG00000015592	ortholog_one2one
ENSMUSG00000022053	ENSG00000221818	ortholog_one2one
ENSMUSG00000022057	ENSG00000134028	ortholog_one2one
ENSMUSG00000022076	ENSG00000150361	ortholog_one2one
ENSMUSG00000022090	ENSG00000120913	ortholog_one2one
ENSMUSG00000022102	ENSG00000147443	ortholog_one2one
ENSMUSG00000022103	ENSG00000168546	ortholog_one2one
ENSMUSG00000022112	ENSG00000179399	ortholog_one2one
ENSMUSG00000022114	ENSG00000136158	ortholog_one2one
ENSMUSG00000022122	ENSG00000136160	ortholog_one2one
ENSMUSG00000022132	ENSG00000134873	ortholog_one2one
ENSMUSG00000022144	ENSG00000168621	ortholog_one2one
ENSMUSG00000022146	ENSG00000145623	ortholog_one2one
ENSMUSG00000022149	ENSG00000113600	ortholog_one2one
ENSMUSG00000022150	ENSG00000153071	ortholog_one2one
ENSMUSG00000022178	ENSG00000129474	ortholog_one2one
ENSMUSG00000022197	ENSG00000133401	ortholog_one2one
ENSMUSG00000022203	ENSG00000100842	ortholog_one2one
ENSMUSG00000022205	ENSG00000113387	ortholog_one2one
ENSMUSG00000022206	ENSG00000113389	ortholog_one2one
ENSMUSG00000022209	ENSG00000100867	ortholog_one2one
ENSMUSG00000022225	ENSG00000092009	ortholog_one2one
ENSMUSG00000022231	ENSG00000112902	ortholog_one2one
ENSMUSG00000022237	ENSG00000164236	ortholog_one2one
ENSMUSG00000022240	ENSG00000169862	ortholog_one2one
ENSMUSG00000022246	ENSG00000039560	ortholog_one2one
ENSMUSG00000022263	ENSG00000038382	ortholog_one2one
ENSMUSG00000022272	ENSG00000145555	ortholog_one2one
ENSMUSG00000022303	ENSG00000164935	ortholog_one2one
ENSMUSG00000022306	ENSG00000169946	ortholog_one2one
ENSMUSG00000022309	ENSG00000154188	ortholog_one2one
ENSMUSG00000022315	ENSG00000164756	ortholog_one2one
ENSMUSG00000022321	ENSG00000040731	ortholog_one2one
ENSMUSG00000022322	ENSG00000171241	ortholog_one2one
ENSMUSG00000022324	ENSG00000132561	ortholog_one2one
ENSMUSG00000022330	ENSG00000164920	ortholog_one2one
ENSMUSG00000022367	ENSG00000170961	ortholog_one2one
ENSMUSG00000022371	ENSG00000187955	ortholog_one2one
ENSMUSG00000022372	ENSG00000155926	ortholog_one2one
ENSMUSG00000022377	ENSG00000153317	ortholog_one2one
ENSMUSG00000022416	ENSG00000100346	ortholog_one2one
ENSMUSG00000022425	ENSG00000136960	ortholog_one2one
ENSMUSG00000022435	ENSG00000100373	ortholog_one2one
ENSMUSG00000022436	ENSG00000100092	ortholog_one2one
ENSMUSG00000022439	ENSG00000138964	ortholog_one2one
ENSMUSG00000022443	ENSG00000100345	ortholog_one2one
ENSMUSG00000022449	ENSG00000173157	ortholog_one2one
ENSMUSG00000022454	ENSG00000184613	ortholog_one2one
ENSMUSG00000022468	ENSG00000111405	ortholog_one2one
ENSMUSG00000022469	ENSG00000079337	ortholog_one2one
ENSMUSG00000022488	ENSG00000123338	ortholog_one2one
ENSMUSG00000022490	ENSG00000135447	ortholog_one2one
ENSMUSG00000022494	ENSG00000237515	ortholog_one2one
ENSMUSG00000022496	ENSG00000048462	ortholog_one2one
ENSMUSG00000022500	ENSG00000189067	ortholog_one2one
ENSMUSG00000022504	ENSG00000179583	ortholog_one2one
ENSMUSG00000022505	ENSG00000213853	ortholog_one2one
ENSMUSG00000022512	ENSG00000163347	ortholog_one2one
ENSMUSG00000022528	ENSG00000114315	ortholog_one2one
ENSMUSG00000022534	ENSG00000103313	ortholog_one2one
ENSMUSG00000022548	ENSG00000189058	ortholog_one2one
ENSMUSG00000022565	ENSG00000178209	ortholog_one2one
ENSMUSG00000022579	ENSG00000277494	ortholog_one2one
ENSMUSG00000022598	ENSG00000167653	ortholog_one2one
ENSMUSG00000022602	ENSG00000198576	ortholog_one2one
ENSMUSG00000022607	ENSG00000169398	ortholog_one2one
ENSMUSG00000022610	ENSG00000188130	ortholog_one2one
ENSMUSG00000022615	ENSG00000025708	ortholog_one2one
ENSMUSG00000022636	ENSG00000170017	ortholog_one2one
ENSMUSG00000022637	ENSG00000114423	ortholog_one2one
ENSMUSG00000022657	ENSG00000153283	ortholog_one2one
ENSMUSG00000022661	ENSG00000091972	ortholog_one2one
ENSMUSG00000022665	ENSG00000091986	ortholog_one2one
ENSMUSG00000022686	ENSG00000176597	ortholog_one2one
ENSMUSG00000022707	ENSG00000114480	ortholog_one2one
ENSMUSG00000022708	ENSG00000181722	ortholog_one2one
ENSMUSG00000022747	ENSG00000064225	ortholog_one2one
ENSMUSG00000022769	ENSG00000128228	ortholog_one2one
ENSMUSG00000022799	ENSG00000031081	ortholog_one2one
ENSMUSG00000022816	ENSG00000163430	ortholog_one2one
ENSMUSG00000022817	ENSG00000082781	ortholog_one2one
ENSMUSG00000022824	ENSG00000173702	ortholog_one2one
ENSMUSG00000022829	ENSG00000145087	ortholog_one2one
ENSMUSG00000022831	ENSG00000180353	ortholog_one2one
ENSMUSG00000022836	ENSG00000065534	ortholog_one2one
ENSMUSG00000022838	ENSG00000145088	ortholog_one2one
ENSMUSG00000022860	ENSG00000154645	ortholog_one2one
ENSMUSG00000022864	ENSG00000154642	ortholog_one2one
ENSMUSG00000022867	ENSG00000155313	ortholog_one2one
ENSMUSG00000022868	ENSG00000145192	ortholog_one2one
ENSMUSG00000022876	ENSG00000155307	ortholog_one2one
ENSMUSG00000022878	ENSG00000181092	ortholog_one2one
ENSMUSG00000022883	ENSG00000169855	ortholog_one2one
ENSMUSG00000022893	ENSG00000154734	ortholog_one2one
ENSMUSG00000022894	ENSG00000154736	ortholog_one2one
ENSMUSG00000022895	ENSG00000157557	ortholog_one2one
ENSMUSG00000022901	ENSG00000114013	ortholog_one2one
ENSMUSG00000022912	ENSG00000184500	ortholog_one2one
ENSMUSG00000022951	ENSG00000159200	ortholog_one2one
ENSMUSG00000022952	ENSG00000159216	ortholog_one2one
ENSMUSG00000022960	ENSG00000159147	ortholog_one2one
ENSMUSG00000022965	ENSG00000159128	ortholog_one2one
ENSMUSG00000023000	ENSG00000139549	ortholog_one2one
ENSMUSG00000023004	ENSG00000123416	ortholog_one2one
ENSMUSG00000023008	ENSG00000161791	ortholog_one2one
ENSMUSG00000023022	ENSG00000050405	ortholog_one2one
ENSMUSG00000023031	ENSG00000139610	ortholog_one2one
ENSMUSG00000023034	ENSG00000123358	ortholog_one2one
ENSMUSG00000023039	ENSG00000135480	ortholog_one2one
ENSMUSG00000023043	ENSG00000111057	ortholog_one2one
ENSMUSG00000023045	ENSG00000167780	ortholog_one2one
ENSMUSG00000023046	ENSG00000167779	ortholog_one2one
ENSMUSG00000023064	ENSG00000173267	ortholog_one2one
ENSMUSG00000023067	ENSG00000124762	ortholog_one2one
ENSMUSG00000023078	ENSG00000156234	ortholog_one2one
ENSMUSG00000023084	ENSG00000160838	ortholog_one2one
ENSMUSG00000023132	ENSG00000145649	ortholog_one2one
ENSMUSG00000023169	ENSG00000111371	ortholog_one2one
ENSMUSG00000023216	ENSG00000166947	ortholog_one2one
ENSMUSG00000023224	ENSG00000149131	ortholog_one2one
ENSMUSG00000023232	ENSG00000168528	ortholog_one2one
ENSMUSG00000023243	ENSG00000164626	ortholog_one2one
ENSMUSG00000023247	ENSG00000197273	ortholog_one2one
ENSMUSG00000023249	ENSG00000041880	ortholog_one2one
ENSMUSG00000023272	ENSG00000184164	ortholog_one2one
ENSMUSG00000023274	ENSG00000010610	ortholog_one2one
ENSMUSG00000023336	ENSG00000103175	ortholog_one2one
ENSMUSG00000023349	ENSG00000205846	ortholog_one2one
ENSMUSG00000023367	ENSG00000002933	ortholog_one2one
ENSMUSG00000023484	ENSG00000135406	ortholog_one2one
ENSMUSG00000023505	ENSG00000111665	ortholog_one2one
ENSMUSG00000023827	ENSG00000026652	ortholog_one2one
ENSMUSG00000023828	ENSG00000146477	ortholog_one2one
ENSMUSG00000023868	ENSG00000112541	ortholog_one2one
ENSMUSG00000023885	ENSG00000186340	ortholog_one2one
ENSMUSG00000023886	ENSG00000112562	ortholog_one2one
ENSMUSG00000023903	ENSG00000008516	ortholog_one2one
ENSMUSG00000023913	ENSG00000146070	ortholog_one2one
ENSMUSG00000023923	ENSG00000131374	ortholog_one2one
ENSMUSG00000023927	ENSG00000182568	ortholog_one2one
ENSMUSG00000023945	ENSG00000115665	ortholog_one2one
ENSMUSG00000023947	ENSG00000146232	ortholog_one2one
ENSMUSG00000023959	ENSG00000112782	ortholog_one2one
ENSMUSG00000023964	ENSG00000004948	ortholog_one2one
ENSMUSG00000023965	ENSG00000145743	ortholog_one2one
ENSMUSG00000023987	ENSG00000096088	ortholog_one2one
ENSMUSG00000023992	ENSG00000095970	ortholog_one2one
ENSMUSG00000023993	ENSG00000161911	ortholog_one2one
ENSMUSG00000024011	ENSG00000164530	ortholog_one2one
ENSMUSG00000024014	ENSG00000137193	ortholog_one2one
ENSMUSG00000024027	ENSG00000112164	ortholog_one2one
ENSMUSG00000024028	ENSG00000160181	ortholog_one2one
ENSMUSG00000024029	ENSG00000160180	ortholog_one2one
ENSMUSG00000024032	ENSG00000160182	ortholog_one2one
ENSMUSG00000024042	ENSG00000142178	ortholog_one2one
ENSMUSG00000024049	ENSG00000101605	ortholog_one2one
ENSMUSG00000024053	ENSG00000132205	ortholog_one2one
ENSMUSG00000024054	ENSG00000101596	ortholog_one2one
ENSMUSG00000024056	ENSG00000080986	ortholog_one2one
ENSMUSG00000024063	ENSG00000213626	ortholog_one2one
ENSMUSG00000024065	ENSG00000013016	ortholog_one2one
ENSMUSG00000024066	ENSG00000158125	ortholog_one2one
ENSMUSG00000024076	ENSG00000205221	ortholog_one2one
ENSMUSG00000024087	ENSG00000138061	ortholog_one2one
ENSMUSG00000024109	ENSG00000179915	ortholog_one2one
ENSMUSG00000024131	ENSG00000138079	ortholog_one2one
ENSMUSG00000024135	ENSG00000068784	ortholog_one2one
ENSMUSG00000024140	ENSG00000116016	ortholog_one2one
ENSMUSG00000024164	ENSG00000125730	ortholog_one2one
ENSMUSG00000024168	ENSG00000131634	ortholog_one2one
ENSMUSG00000024176	ENSG00000005513	ortholog_one2one
ENSMUSG00000024184	ENSG00000185615	ortholog_one2one
ENSMUSG00000024190	ENSG00000120129	ortholog_one2one
ENSMUSG00000024197	ENSG00000105355	ortholog_one2one
ENSMUSG00000024206	ENSG00000087903	ortholog_one2one
ENSMUSG00000024211	ENSG00000179603	ortholog_one2one
ENSMUSG00000024225	ENSG00000137392	ortholog_one2one
ENSMUSG00000024232	ENSG00000095739	ortholog_one2one
ENSMUSG00000024235	ENSG00000107968	ortholog_one2one
ENSMUSG00000024236	ENSG00000197321	ortholog_one2one
ENSMUSG00000024238	ENSG00000148516	ortholog_one2one
ENSMUSG00000024299	ENSG00000142303	ortholog_one2one
ENSMUSG00000024300	ENSG00000142347	ortholog_one2one
ENSMUSG00000024302	ENSG00000134769	ortholog_one2one
ENSMUSG00000024306	ENSG00000166960	ortholog_one2one
ENSMUSG00000024347	ENSG00000146005	ortholog_one2one
ENSMUSG00000024353	ENSG00000170476	ortholog_one2one
ENSMUSG00000024354	ENSG00000170482	ortholog_one2one
ENSMUSG00000024366	ENSG00000146013	ortholog_one2one
ENSMUSG00000024379	ENSG00000145777	ortholog_one2one
ENSMUSG00000024381	ENSG00000136717	ortholog_one2one
ENSMUSG00000024395	ENSG00000072163	ortholog_one2one
ENSMUSG00000024420	ENSG00000198795	ortholog_one2one
ENSMUSG00000024421	ENSG00000053747	ortholog_one2one
ENSMUSG00000024427	ENSG00000187678	ortholog_one2one
ENSMUSG00000024440	ENSG00000113555	ortholog_one2one
ENSMUSG00000024451	ENSG00000120318	ortholog_one2one
ENSMUSG00000024471	ENSG00000120729	ortholog_one2one
ENSMUSG00000024486	ENSG00000113070	ortholog_one2one
ENSMUSG00000024500	ENSG00000156475	ortholog_one2one
ENSMUSG00000024501	ENSG00000113657	ortholog_one2one
ENSMUSG00000024503	ENSG00000164266	ortholog_one2one
ENSMUSG00000024511	ENSG00000041353	ortholog_one2one
ENSMUSG00000024521	ENSG00000141682	ortholog_one2one
ENSMUSG00000024525	ENSG00000141401	ortholog_one2one
ENSMUSG00000024526	ENSG00000176194	ortholog_one2one
ENSMUSG00000024529	ENSG00000113083	ortholog_one2one
ENSMUSG00000024538	ENSG00000168938	ortholog_one2one
ENSMUSG00000024544	ENSG00000168675	ortholog_one2one
ENSMUSG00000024589	ENSG00000049759	ortholog_one2one
ENSMUSG00000024590	ENSG00000113368	ortholog_one2one
ENSMUSG00000024593	ENSG00000145794	ortholog_one2one
ENSMUSG00000024597	ENSG00000064651	ortholog_one2one
ENSMUSG00000024598	ENSG00000138829	ortholog_one2one
ENSMUSG00000024610	ENSG00000019582	ortholog_one2one
ENSMUSG00000024619	ENSG00000113722	ortholog_one2one
ENSMUSG00000024620	ENSG00000113721	ortholog_one2one
ENSMUSG00000024621	ENSG00000182578	ortholog_one2one
ENSMUSG00000024642	ENSG00000106829	ortholog_one2one
ENSMUSG00000024653	ENSG00000149021	ortholog_one2one
ENSMUSG00000024659	ENSG00000135046	ortholog_one2one
ENSMUSG00000024664	ENSG00000221968	ortholog_one2one
ENSMUSG00000024669	ENSG00000110448	ortholog_one2one
ENSMUSG00000024670	ENSG00000013725	ortholog_one2one
ENSMUSG00000024673	ENSG00000156738	ortholog_one2one
ENSMUSG00000024680	ENSG00000149534	ortholog_one2one
ENSMUSG00000024691	ENSG00000166801	ortholog_one2one
ENSMUSG00000024696	ENSG00000110031	ortholog_one2one
ENSMUSG00000024713	ENSG00000099139	ortholog_one2one
ENSMUSG00000024725	ENSG00000134996	ortholog_one2one
ENSMUSG00000024727	ENSG00000119121	ortholog_one2one
ENSMUSG00000024731	ENSG00000172689	ortholog_one2one
ENSMUSG00000024737	ENSG00000110446	ortholog_one2one
ENSMUSG00000024770	ENSG00000204020	ortholog_one2one
ENSMUSG00000024772	ENSG00000110047	ortholog_one2one
ENSMUSG00000024778	ENSG00000026103	ortholog_one2one
ENSMUSG00000024781	ENSG00000107798	ortholog_one2one
ENSMUSG00000024793	ENSG00000215788	ortholog_one2one
ENSMUSG00000024798	ENSG00000148680	ortholog_one2one
ENSMUSG00000024803	ENSG00000148677	ortholog_one2one
ENSMUSG00000024810	ENSG00000137033	ortholog_one2one
ENSMUSG00000024854	ENSG00000175482	ortholog_one2one
ENSMUSG00000024873	ENSG00000174871	ortholog_one2one
ENSMUSG00000024899	ENSG00000198682	ortholog_one2one
ENSMUSG00000024907	ENSG00000069482	ortholog_one2one
ENSMUSG00000024910	ENSG00000172543	ortholog_one2one
ENSMUSG00000024912	ENSG00000175592	ortholog_one2one
ENSMUSG00000024965	ENSG00000149781	ortholog_one2one
ENSMUSG00000024987	ENSG00000095596	ortholog_one2one
ENSMUSG00000024990	ENSG00000138207	ortholog_one2one
ENSMUSG00000024998	ENSG00000138193	ortholog_one2one
ENSMUSG00000025014	ENSG00000107447	ortholog_one2one
ENSMUSG00000025017	ENSG00000155629	ortholog_one2one
ENSMUSG00000025044	ENSG00000038945	ortholog_one2one
ENSMUSG00000025064	ENSG00000065618	ortholog_one2one
ENSMUSG00000025066	ENSG00000156384	ortholog_one2one
ENSMUSG00000025068	ENSG00000148834	ortholog_one2one
ENSMUSG00000025083	ENSG00000169129	ortholog_one2one
ENSMUSG00000025085	ENSG00000099204	ortholog_one2one
ENSMUSG00000025128	ENSG00000180828	ortholog_one2one
ENSMUSG00000025161	ENSG00000141526	ortholog_one2one
ENSMUSG00000025163	ENSG00000173762	ortholog_one2one
ENSMUSG00000025185	ENSG00000138131	ortholog_one2one
ENSMUSG00000025190	ENSG00000120053	ortholog_one2one
ENSMUSG00000025215	ENSG00000107807	ortholog_one2one
ENSMUSG00000025225	ENSG00000077150	ortholog_one2one
ENSMUSG00000025270	ENSG00000158578	ortholog_one2one
ENSMUSG00000025279	ENSG00000163687	ortholog_one2one
ENSMUSG00000025283	ENSG00000130066	ortholog_one2one
ENSMUSG00000025348	ENSG00000135424	ortholog_one2one
ENSMUSG00000025355	ENSG00000123342	ortholog_one2one
ENSMUSG00000025357	ENSG00000065357	ortholog_one2one
ENSMUSG00000025362	ENSG00000197728	ortholog_one2one
ENSMUSG00000025383	ENSG00000110944	ortholog_one2one
ENSMUSG00000025401	ENSG00000166866	ortholog_one2one
ENSMUSG00000025407	ENSG00000111087	ortholog_one2one
ENSMUSG00000025408	ENSG00000175197	ortholog_one2one
ENSMUSG00000025468	ENSG00000130643	ortholog_one2one
ENSMUSG00000025473	ENSG00000151651	ortholog_one2one
ENSMUSG00000025479	ENSG00000130649	ortholog_one2one
ENSMUSG00000025511	ENSG00000214063	ortholog_one2one
ENSMUSG00000025551	ENSG00000102466	ortholog_one2one
ENSMUSG00000025573	ENSG00000187997	ortholog_one2one
ENSMUSG00000025574	ENSG00000167900	ortholog_one2one
ENSMUSG00000025582	ENSG00000171246	ortholog_one2one
ENSMUSG00000025592	ENSG00000126733	ortholog_one2one
ENSMUSG00000025597	ENSG00000102271	ortholog_one2one
ENSMUSG00000025608	ENSG00000128567	ortholog_one2one
ENSMUSG00000025647	ENSG00000164054	ortholog_one2one
ENSMUSG00000025658	ENSG00000149970	ortholog_one2one
ENSMUSG00000025666	ENSG00000147027	ortholog_one2one
ENSMUSG00000025716	ENSG00000095777	ortholog_one2one
ENSMUSG00000025739	ENSG00000127588	ortholog_one2one
ENSMUSG00000025743	ENSG00000162512	ortholog_one2one
ENSMUSG00000025746	ENSG00000136244	ortholog_one2one
ENSMUSG00000025758	ENSG00000142731	ortholog_one2one
ENSMUSG00000025776	ENSG00000121005	ortholog_one2one
ENSMUSG00000025780	ENSG00000123243	ortholog_one2one
ENSMUSG00000025784	ENSG00000163815	ortholog_one2one
ENSMUSG00000025789	ENSG00000140557	ortholog_one2one
ENSMUSG00000025795	ENSG00000153179	ortholog_one2one
ENSMUSG00000025809	ENSG00000150093	ortholog_one2one
ENSMUSG00000025810	ENSG00000099250	ortholog_one2one
ENSMUSG00000025812	ENSG00000148498	ortholog_one2one
ENSMUSG00000025823	ENSG00000155660	ortholog_one2one
ENSMUSG00000025856	ENSG00000197461	ortholog_one2one
ENSMUSG00000025877	ENSG00000160883	ortholog_one2one
ENSMUSG00000025880	ENSG00000101665	ortholog_one2one
ENSMUSG00000025885	ENSG00000167306	ortholog_one2one
ENSMUSG00000025892	ENSG00000152578	ortholog_one2one
ENSMUSG00000025902	ENSG00000164736	ortholog_one2one
ENSMUSG00000025909	ENSG00000147481	ortholog_one2one
ENSMUSG00000025921	ENSG00000121039	ortholog_one2one
ENSMUSG00000025929	ENSG00000112115	ortholog_one2one
ENSMUSG00000025930	ENSG00000178860	ortholog_one2one
ENSMUSG00000025938	ENSG00000137571	ortholog_one2one
ENSMUSG00000025959	ENSG00000118263	ortholog_one2one
ENSMUSG00000025964	ENSG00000114948	ortholog_one2one
ENSMUSG00000025969	ENSG00000118257	ortholog_one2one
ENSMUSG00000025977	ENSG00000152430	ortholog_one2one
ENSMUSG00000025978	ENSG00000162944	ortholog_one2one
ENSMUSG00000025981	ENSG00000115520	ortholog_one2one
ENSMUSG00000025997	ENSG00000030419	ortholog_one2one
ENSMUSG00000026003	ENSG00000115361	ortholog_one2one
ENSMUSG00000026009	ENSG00000163600	ortholog_one2one
ENSMUSG00000026011	ENSG00000163599	ortholog_one2one
ENSMUSG00000026012	ENSG00000178562	ortholog_one2one
ENSMUSG00000026029	ENSG00000064012	ortholog_one2one
ENSMUSG00000026031	ENSG00000003402	ortholog_one2one
ENSMUSG00000026042	ENSG00000204262	ortholog_one2one
ENSMUSG00000026058	ENSG00000112232	ortholog_one2one
ENSMUSG00000026068	ENSG00000115607	ortholog_one2one
ENSMUSG00000026070	ENSG00000115604	ortholog_one2one
ENSMUSG00000026073	ENSG00000115590	ortholog_one2one
